"rank","time","help","text"
"推荐","2018-08-06","0","看完之后才猛然发现，故事背景下的李玩的年纪，和我的年纪事一模一样的。2016年的时候，我就是在读初三。「如果你有共鸣，那么说明你是和我一样长大的，如果没有的话 你不知道有多幸运。」所以，李玩确实是一个和我非常非常像的人。寄宿在隔代的长辈家（我寄宿在外婆家）、都非常喜欢狗、有一个以爱我的名义而袒护自己的父亲、有一个早熟的表姐、有一个喜欢我的同校男生。影片最后，姐姐和李玩走在路上，碰见一只狗。“ 刚才那只狗长得真像爱因斯坦啊。“ 姐姐听罢，扯她回去质问狗主人狗的来路。李玩什么也没说，只是向狗主人道过歉，然后转身离开。“ 真怕爱因斯坦认出我啊。” 此时的李玩表情平和，早已不再是当初的自己。她羞愧于再见到爱因斯坦，庆幸爱因斯坦没有认出她。"
"推荐","2018-11-25","0","其实十三岁真的是一个节点，这是接受痛的蜕变，接受人生不以自我为中心的人生节点。并不是青春，只是一种回忆。 狗其实就像是部分的自己，依托了，没了，也就遗失了。"
"力荐","2018-12-11","3","十分真实的故事。"
"力荐","2018-12-12","2","人生就是从青春期开始不停的打怪，不停的升级，不停的闯关，直到我们自己变成怪物本身。"
"还行","2018-10-10","3","成人的傲慢是指鹿为马的伪善教育，一腔赤诚则是青春带不走的遗产。剧本比成片出色太多。抛去文本上的指代，比起吕乐，曹保平的镜头语言在影像与情境之间反而起的是间离作用。"
"力荐","2018-12-09","2","数次飙泪。故事以小见大，冷峻客观，道尽中国式教育中一代青少年的悲哀，圆滑隐忍早熟如李玩还能把日子过下去，但有多少娃选择硬碰硬一路把自己刚到崩溃啊。“到底有没有真正的大人？”，少。"
"力荐","2018-07-29","2","陪父亲应酬，看着一桌油腻的男人，我不想成为他们；在家庭里，没有人想了解我，他们只将“懂事”代代传递…在大人的世界里，我永远是异类。后半段的镜头运用好细腻，让我完全感同身受了。 如果这就是长大，我不想长大。我不会附和他们。我知道我是对的。不管十三岁还是十六还是以后。我都不会挤出一个笑容，然后乖巧地说，谢谢叔叔。 这个父亲，真的是好爸爸。尊重孩子的爱好，专门买狗陪孩子，甚至打完孩子发现自己错了还会哭着道歉。要是这个爸爸是我的爸爸，我该谢天谢地了吧。 想起当年，姑姑家的狗生了崽子，我想带一只回家养。我的父亲，把狗从我怀里抢走，然后把哭闹的我拽出门去，只因为他嫌狗吵。他从来没有夸过我一句，哪怕我拿了演讲比赛的一等奖，哪怕我考了班里第一名。他下手不比电影里的爸爸轻。而他不会道歉，因为他永远是对的。"
"推荐","2018-12-05","0","4.5 曹保平职业生涯最佳了 要是五年前上映 恐怕张雪迎也不需要上什么演戏综艺 不会比文淇混的差"
"推荐","2013-11-15","2","青春成长的代价，血与泪。最后二十几分钟，把片子推向另一层次。难忘李玩最后在巷尾的哭，以及在车里问父亲，你和妈是怎么开始的？父亲哭得不能自己。没有白等。"
"推荐","2018-12-04","1","狗B的家庭和狗B的教育孕育出狗B的青年生活在狗B的社会。"
"还行","2018-12-21","1","核心的问题是，每个人都没有选择诚实地生活。所以他爸一会儿大哭一会儿狂喜，因为他总觉得自己没办法，一切都是能搪塞就搪塞过去。李玩最后也没能免于落入俗套。我的成长过程就是和父母漫长的抗争，当他们有道理时，打我也应该，当他们不讲道理时，打死我我也不服从。我觉得我没能长成一个伪善的人，是因为我诚实地面对了我的生活。这种心安理得和无所畏惧，大概伪善的随波逐流的人不能懂。"
"推荐","2018-11-25","4","哭唧唧的爸爸从头哭到尾，新生命的诞生喜极而泣、打了李玩痛心疾首而泣、李玩那句谢谢清醒而泣、面对已散前妻来电失去而泣，不是说以后经历的还会很多么，那爸爸你为什么还这么爱哭？"
"推荐","2018-11-27","0","“我就没见过离开家还能回来的”,一开始以为说的是爸爸,最后才发现说的是妈妈。面对每一次父亲的哄骗和打压,女孩从抗拒到接纳,孩子的麻木成了大人眼中的“长大”。特别喜欢演爸爸的演员,你可能没有这样的爸爸,但是你一定见过这样的“大人”。愿我不会成为这样的大人。愿每个孩子被温柔对待。ps:有些情节设置还是掉到青春片套路陷阱里了。"
"还行","2013-10-17","0","百老汇电影中心，豆瓣送票。很好，或多或少看到些自己小时候的影子和养过的狗，很多情节抓住中国式教育孩子方法的精髓，因此非常触动人心。只是片名起得过于噱头，看之前完全没想到会是这种故事。"
"力荐","2018-01-27","1","被尊老观绑架，被爱幼观绑架，被家长双标，衡量懂事与否的标准全看分数……这样的成长真的太中国了！就因为这些，我们失去了很多那时不该失去的东西，也见识了很多那时不该看到的东西——被逼着学会了一个人处理情绪，被催着变得成熟。哎～那句酒后的“你见过真正的大人吗？”真TM糟心！"
"力荐","2018-12-05","3","年度最佳！纯粹靠渲染力和代入感！至今仍记得我中学因为晚归，我爸因为工作家庭上的不顺利一晚狂扇我14个耳光发泄，第二天故理性跟我讲道理。永远不会明白懂事跟顺从的区别。"
