"year","region","passage","sentence","sentence_low"
"2011","天津","C","The concept is simple: help to build a sense of community in a city by getting everyone to read the same book at the same tome.","the concept is simple: help to build a sense of community in a city by getting everyone to read the same book at the same tome."
"2011","天津","C","In addition to encouraging reading as a pursuit (追求) to be enjoyed by all, the program allows strangers to communicate by discussing the book on the bus, as well as promoting reading as an experience to be shared in families and schools.","in addition to encouraging reading as a pursuit (追求) to be enjoyed by all, the program allows strangers to communicate by discussing the book on the bus, as well as promoting reading as an experience to be shared in families and schools."
"2011","天津","C","The idea came from Seattle librarian Nancy Pearl who launched (发起）the ""If All of Seattle Read the Same Book "" project in 1998 Her original program used author visits, study guides and book discussion groups to bring people together with a book, but the idea has since expanded to many other American cities, and even to Hong kong.","the idea came from seattle librarian nancy pearl who launched (发起）the ""if all of seattle read the same book "" project in 1998 her original program used author visits, study guides and book discussion groups to bring people together with a book, but the idea has since expanded to many other american cities, and even to hong kong."
"2011","天津","C","In Chicago, the mayor (市长) appeared on television to announce the choice of To Kill a Mockingbird as the first book in the ""One Book, One Chicago"" program.","in chicago, the mayor (市长) appeared on television to announce the choice of to kill a mockingbird as the first book in the ""one book, one chicago"" program."
"2011","天津","C","As a result, reading clubs and neighbourhood groups sprang up around the city.","as a result, reading clubs and neighbourhood groups sprang up around the city."
"2011","天津","C","Across the US, stories emerged of parents and children reading to each other at night and strangers chatting away on the bus about plot and character.","across the us, stories emerged of parents and children reading to each other at night and strangers chatting away on the bus about plot and character."
"2011","天津","C","The only problem arose in New York, where local readers could not decide on one book to represent the huge and diverse population.","the only problem arose in new york, where local readers could not decide on one book to represent the huge and diverse population."
"2011","天津","C","This may show that the idea works best in medium-sized cities or large towns, where a greater sense of unity (一致) can be achieved.","this may show that the idea works best in medium-sized cities or large towns, where a greater sense of unity (一致) can be achieved."
"2011","天津","C","Or it may show that New Yorkers rather missed the point, putting all their energy and passion into the choice of the book rather than discussion about a book itself.","or it may show that new yorkers rather missed the point, putting all their energy and passion into the choice of the book rather than discussion about a book itself."
"2011","天津","C","Ultimately, as Nancy points out, the level of sucicess is not meastured by how many people read a book, but by how many people are enriched by the process, or have enjoyed speaking to someone with whom they would not otherwise have shared a word.","ultimately, as nancy points out, the level of sucicess is not meastured by how many people read a book, but by how many people are enriched by the process, or have enjoyed speaking to someone with whom they would not otherwise have shared a word."
"2011","天津","C","46 What is the purpose of the project launched by Nancy?","46 what is the purpose of the project launched by nancy?"
"2011","天津","C","A.To invite authors to guide readers.","a.to invite authors to guide readers."
